response.url,response.status,links.length
https://www.doulacooperative.com/the-doulas,200,2
https://www.doulacooperative.com/,200,2
https://www.doulacooperative.com/contact-us,200,3
https://www.doulacooperative.com/contact-us,200,3
https://docs.google.com/forms/d/e/1FAIpQLSe_F7ROx-VV2PAl4RYh8eO7WN7S808fqumtIrlwVumplh44Zg/viewform?embedded=true,200,3
https://docs.google.com/forms/d/e/1FAIpQLSe_F7ROx-VV2PAl4RYh8eO7WN7S808fqumtIrlwVumplh44Zg/viewform?embedded=true,200,3
https://docs.google.com/forms/d/e/1FAIpQLSe_F7ROx-VV2PAl4RYh8eO7WN7S808fqumtIrlwVumplh44Zg/reportabuse?source=https://docs.google.com/forms/d/e/1FAIpQLSe_F7ROx-VV2PAl4RYh8eO7WN7S808fqumtIrlwVumplh44Zg/viewform?embedded%3Dtrue,200,5
https://policies.google.com/terms?gl=US&hl=en,200,13
https://www.google.com/forms/about/?utm_source=product&utm_medium=forms_logo&utm_campaign=forms,200,40
